id,title,type,publication_year,issue,volume,chapter,publication_venue,venue_type,publisher,event
doi:10.3233/sw-180310,Comparison And Evaluation Of Ontologies For Units Of Measurement,journal-article,2018,1,10,,Semantic Web,journal,crossref:7437,
doi:10.1007/978-3-030-04284-4_26,"Inference Of Functions, Roles, And Applications Of Chemicals Using Linked Open Data And Ontologies",book-chapter,2018,,,1,Semantic Technology - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1177/0165551518793321,Exploiting Named Entity Recognition For Improving Syntactic-Based Web Service Discovery,journal-article,2018,3,45,,Journal Of Information Science,journal,crossref:179,
doi:10.12688/f1000research.12168.1,"Systematically Linking Transmart, Galaxy And Ega For Reusing Human Translational Research Data",journal-article,2017,,6,,F1000Research,journal,crossref:2560,
doi:10.12688/f1000research.14613.1,Cytargetlinker App Update: A Flexible Solution For Network Extension In Cytoscape,journal-article,2018,,7,,F1000Research,journal,crossref:2560,
doi:10.12688/f1000research.14613.2,Cytargetlinker App Update: A Flexible Solution For Network Extension In Cytoscape,journal-article,2019,,7,,F1000Research,journal,crossref:2560,
doi:10.1007/s10462-017-9556-4,Local And Global Feature Selection For Multilabel Classification With Binary Relevance,journal-article,2017,1,51,,Artificial Intelligence Review,journal,crossref:297,
doi:10.1177/2053951717743530,Fairer Machine Learning In The Real World: Mitigating Discrimination Without Collecting Sensitive Data,journal-article,2017,2,4,,Big Data & Society,journal,crossref:179,
doi:10.1007/s00607-019-00701-y,Interpretation And Automatic Integration Of Geospatial Data Into The Semantic Web,journal-article,2019,2,102,,Computing,journal,crossref:297,
doi:10.1007/s11625-016-0412-2,Digital Sustainability: Basic Conditions For Sustainable Digital Artifacts And Their Ecosystems,journal-article,2016,2,12,,Sustainability Science,journal,crossref:297,
doi:10.1007/s11257-018-9207-8,Inferring User Interests In Microblogging Social Networks: A Survey,journal-article,2018,3,28,,User Modeling And User-Adapted Interaction,journal,crossref:297,
doi:10.1093/database/baz080,Semalytics: A Semantic Analytics Platform For The Exploration Of Distributed And Heterogeneous Cancer Data In Translational Research,journal-article,2019,,2019,,Database,journal,crossref:286,
doi:10.1111/coin.12216,Swat: A System For Detecting Salient Wikipedia Entities In Texts,journal-article,2019,4,35,,Computational Intelligence,journal,crossref:311,
doi:10.1007/978-3-030-59621-7_2,Malont: An Ontology For Malware Threat Intelligence,book-chapter,2020,,,1,Deployable Machine Learning For Security Defense - Communications In Computer And Information Science,book,crossref:297,
doi:10.1007/978-3-030-59833-4_1,The New Dbpedia Release Cycle: Increasing Agility And Efficiency In Knowledge Extraction Workflows,book-chapter,2020,,,1,Semantic Systems. In The Era Of Knowledge Graphs - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1515/jib-2018-0023,Towards Fairer Biological Knowledge Networks Using A Hybrid Linked Data And Graph Database Approach,journal-article,2018,3,15,,Journal Of Integrative Bioinformatics,journal,crossref:374,
doi:10.1007/s13218-020-00686-3,Ontologies And Data Management: A Brief Survey,journal-article,2020,3,34,,Ki - Künstliche Intelligenz,journal,crossref:297,
doi:10.1007/978-3-030-54956-5_1,Requirements Analysis For An Open Research Knowledge Graph,book-chapter,2020,,,1,Digital Libraries For Open Knowledge - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1371/journal.pone.0236863,Microblog Topic Identification Using Linked Open Data,journal-article,2020,8,15,,Plos One,journal,crossref:340,
doi:10.1145/3407194,Early Detection Of Social Media Hoaxes At Scale,journal-article,2020,4,14,,Acm Transactions On The Web,journal,crossref:320,
doi:10.3390/app10144893,"Cognitive Aspects-Based Short Text Representation With Named Entity, Concept And Knowledge",journal-article,2020,14,10,,Applied Sciences,journal,crossref:1968,
doi:10.1145/3309547,Temporal Relational Ranking For Stock Prediction,journal-article,2019,2,37,,Acm Transactions On Information Systems,journal,crossref:320,
doi:10.1007/978-3-030-58285-2_27,Fast Pathfinding In Knowledge Graphs Using Word Embeddings,book-chapter,2020,,,1,Lecture Notes In Computer Science - Ki 2020: Advances In Artificial Intelligence,book,crossref:297,
doi:10.1007/s11280-020-00842-7,Using Context Information To Enhance Simple Question Answering,journal-article,2020,1,24,,World Wide Web,journal,crossref:297,
