id,title,type,publication_year,issue,volume,chapter,publication_venue,venue_type,publisher,event
doi:10.1007/s10796-020-10035-2,An Overview Of Utilizing Knowledge Bases In Neural Networks For Question Answering,journal-article,2020,5,22,,Information Systems Frontiers,journal,crossref:297,
doi:10.1007/978-3-030-60276-5_25,Legal Tech: Documents’ Validation Method Based On The Associative-Ontological Approach,book-chapter,2020,,,1,Speech And Computer - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1007/978-3-030-54956-5_2,Question Answering On Scholarly Knowledge Graphs,book-chapter,2020,,,1,Digital Libraries For Open Knowledge - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1007/s11280-020-00836-5,Temporal Knowledge Extraction From Large-Scale Text Corpus,journal-article,2020,1,24,,World Wide Web,journal,crossref:297,
doi:10.3390/a13090217,R2D2: A Dbpedia Chatbot Using Triple-Pattern Like Queries,journal-article,2020,9,13,,Algorithms,journal,crossref:1968,
doi:10.1007/978-3-030-62466-8_1,Casqad – A New Dataset For Context-Aware Spatial Question Answering,book-chapter,2020,,,1,Lecture Notes In Computer Science - The Semantic Web – Iswc 2020,book,crossref:297,
doi:10.1016/j.eswa.2020.113205,Data-Driven Construction Of Sparql Queries By Approximate Question Graph Alignment In Question Answering Over Knowledge Graphs,journal-article,2020,,146,,Expert Systems With Applications,journal,crossref:78,
doi:10.1007/s00521-020-05491-5,Automated Organization Of Interaction Between Modules Of Information Systems Based On Neural Network Data Channels,journal-article,2020,12,33,,Neural Computing And Applications,journal,crossref:297,
doi:10.1002/bse.2855,Design For The Environment: An Ontology‐Based Knowledge Management Model For Green Product Development,journal-article,2021,8,30,,Business Strategy And The Environment,journal,crossref:311,
doi:10.3390/info12040160,Conversation Concepts: Understanding Topics And Building Taxonomies For Financial Services,journal-article,2021,4,12,,Information,journal,crossref:1968,
doi:10.1002/widm.1412,Text‐Based Question Answering From Information Retrieval And Deep Neural Network Perspectives: A Survey,journal-article,2021,6,11,,Wires Data Mining And Knowledge Discovery,journal,crossref:311,
doi:10.3390/info12070271,"Challenges, Techniques, And Trends Of Simple Knowledge Graph Question Answering: A Survey",journal-article,2021,7,12,,Information,journal,crossref:1968,
doi:10.1108/dta-12-2020-0312,Robust Cross-Lingual Knowledge Base Question Answering Via Knowledge Distillation,journal-article,2021,5,55,,Data Technologies And Applications,journal,crossref:140,
doi:10.1007/978-3-030-80418-3_17,Santé: A Light-Weight End-To-End Semantic Search Framework For Rdf Data,book-chapter,2021,,,1,The Semantic Web: Eswc 2021 Satellite Events - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1007/978-3-030-82147-0_16,Improving Answer Type Classification Quality Through Combined Question Answering Datasets,book-chapter,2021,,,1,"Knowledge Science, Engineering And Management - Lecture Notes In Computer Science",book,crossref:297,
doi:10.1016/j.knosys.2021.107626,Sparseqa: Sequential Word Reordering And Parsing For Answering Complex Natural Language Questions Over Knowledge Graphs,journal-article,2022,,235,,Knowledge-Based Systems,journal,crossref:78,
doi:10.1007/s10791-021-09398-0,Neural Ranking Models For Document Retrieval,journal-article,2021,6,24,,Information Retrieval Journal,journal,crossref:297,
doi:10.1016/j.websem.2021.100681,"An Empirical Study Of Representing Adjectives Over Knowledge Bases: Approach, Lexicon And Application",journal-article,2022,,72,,Journal Of Web Semantics,journal,crossref:78,
doi:10.1155/2014/506740,Using Data Crawlers And Semantic Web To Build Financial Xbrl Data Generators: The Sonar Extension Approach,journal-article,2014,,2014,,The Scientific World Journal,journal,crossref:98,
doi:10.1007/s10845-018-1427-6,The Development Of An Ontology For Describing The Capabilities Of Manufacturing Resources,journal-article,2018,2,30,,Journal Of Intelligent Manufacturing,journal,crossref:297,
doi:10.1080/20964471.2019.1661662,Geospatial Data Ontology: The Semantic Foundation Of Geospatial Data Integration And Sharing,journal-article,2019,3,3,,Big Earth Data,journal,crossref:301,
doi:10.3390/electronics7120371,Ontology-Based Model To Support Ubiquitous Healthcare Systems For Copd Patients,journal-article,2018,12,7,,Electronics,journal,crossref:1968,
doi:10.1080/19401493.2018.1492020,Semantics For Assembling Modular Components In A Scalable Building Performance Simulation,journal-article,2018,2,12,,Journal Of Building Performance Simulation,journal,crossref:301,
doi:10.3233/ds-170010,Genuine Semantic Publishing,journal-article,2017,1-2,1,,Data Science,journal,crossref:7437,
doi:10.4018/ijossp.2019040101,Norjade,journal-article,2019,2,10,,International Journal Of Open Source Software And Processes,journal,crossref:2432,
doi:10.4018/ijpada.2014010107,From Software-Based To Knowledge-Based Policy Implementation And Compliance,journal-article,2014,1,1,,International Journal Of Public Administration In The Digital Age,journal,crossref:2432,
doi:10.4018/ijsita.2017100105,Ontology Authoring And Linked Data Generation From Web Applications,journal-article,2017,4,8,,International Journal Of Strategic Information Technology And Applications,journal,crossref:2432,
doi:10.4018/jdsst.2011010102,Automated Diagnosis Through Ontologies And Logical Descriptions,journal-article,2011,1,3,,International Journal Of Decision Support System Technology,journal,crossref:2432,
doi:10.4028/www.scientific.net/amm.809-810.1281,A Generic Ontology For Product Structuring,journal-article,2015,,809-810,,Applied Mechanics And Materials,journal,crossref:2457,
doi:10.1007/s41870-019-00283-0,A Metric Suite To Analyse Strength Of Modularised Ontologies,journal-article,2019,3,11,,International Journal Of Information Technology,journal,crossref:297,
doi:10.1177/2055207618804927,The Use Of Computer-Interpretable Clinical Guidelines To Manage Care Complexities Of Patients With Multimorbid Conditions: A Review,journal-article,2018,,4,,Digital Health,journal,crossref:179,
doi:10.1007/s12136-018-0370-7,What Kind Of Ontological Categories For Geo-Ontologies?,journal-article,2018,2,34,,Acta Analytica,journal,crossref:297,
doi:10.1007/s12145-019-00398-9,Towards An Information Centric Flood Ontology For Information Management And Communication,journal-article,2019,4,12,,Earth Science Informatics,journal,crossref:297,
doi:10.1007/978-3-319-91189-2_11,"Financial Knowledge Instantiation From Semi-Structured, Heterogeneous Data Sources",book-chapter,2018,,,1,Advances In Intelligent Systems And Computing - Artificial Intelligence And Algorithms In Intelligent Systems,book,crossref:297,
doi:10.4258/hir.2018.24.4.376,Design And Construction Of A Nlp Based Knowledge Extraction Methodology In The Medical Domain Applied To Clinical Information,journal-article,2018,4,24,,Healthcare Informatics Research,journal,crossref:2780,
doi:10.1155/2015/734984,A Novel Ontology Approach To Support Design For Reliability Considering Environmental Effects,journal-article,2015,,2015,,The Scientific World Journal,journal,crossref:98,
doi:10.1186/s41039-019-0105-4,Integrating Multiple Data Sources For Learning Analytics—Review Of Literature,journal-article,2019,1,14,,Research And Practice In Technology Enhanced Learning,journal,crossref:297,
doi:10.1186/s41239-019-0146-1,Supporting Self-Regulated Learning And Personalization Using Eportfolios: A Semantic Approach Based On Learning Paths,journal-article,2019,1,16,,International Journal Of Educational Technology In Higher Education,journal,crossref:297,
doi:10.1007/978-3-030-00940-3_15,Sepoma: Semantic-Based Data Analysis For Political Marketing,book-chapter,2018,,,1,Communications In Computer And Information Science - Technologies And Innovation,book,crossref:297,
doi:10.1007/978-3-030-00940-3_6,Se-Diagenf: An Ontology-Based Expert System For Cattle Disease Diagnosis,book-chapter,2018,,,1,Communications In Computer And Information Science - Technologies And Innovation,book,crossref:297,
doi:10.3390/app9122553,Ontoimm: An Ontology For Product Intelligent Master Model,journal-article,2019,12,9,,Applied Sciences,journal,crossref:1968,
doi:10.1590/1981-5344/3306,Análise E Interpretação De Ideias: Proposta De Um Modelo,journal-article,2019,2,24,,Perspectivas Em Ciência Da Informação,journal,crossref:530,
doi:10.1007/s00530-019-00610-2,A Semantic Parliamentary Multimedia Approach For Retrieval Of Video Clips With Content Understanding,journal-article,2019,4,25,,Multimedia Systems,journal,crossref:297,
doi:10.1002/cpe.4489,Improving Semantic Similarity Retrieval With Word Embeddings,journal-article,2018,23,30,,Concurrency And Computation: Practice And Experience,journal,crossref:311,
doi:10.1111/exsy.12291,Designing Rule-Based Expert Systems With The Aid Of The Model-Driven Development Approach,journal-article,2018,5,35,,Expert Systems,journal,crossref:311,
doi:10.1111/exsy.12355,Efficient Management And Storage Of A Multiversion Owl 2 Dl Domain Ontology,journal-article,2018,2,36,,Expert Systems,journal,crossref:311,
doi:10.1111/exsy.12378,Converness: Ontology‐Driven Conversational Awareness And Context Understanding In Multimodal Dialogue Systems,journal-article,2019,1,37,,Expert Systems,journal,crossref:311,
doi:10.1111/exsy.12380,Onyx: A New Canvas‐Based Tool For Visualizing Biomedical And Health Ontologies,journal-article,2019,1,37,,Expert Systems,journal,crossref:311,
doi:10.3390/ijgi6120386,Benchmarking The Applicability Of Ontology In Geographic Object-Based Image Analysis,journal-article,2017,12,6,,Isprs International Journal Of Geo-Information,journal,crossref:1968,
doi:10.1111/cgf.13324,Viewing Visual Analytics As Model Building,journal-article,2018,6,37,,Computer Graphics Forum,journal,crossref:311,
doi:10.1007/978-3-030-69992-5_1,Knowledge Graphs Meet Crowdsourcing: A Brief Survey,book-chapter,2021,,,1,"Lecture Notes Of The Institute For Computer Sciences, Social Informatics And Telecommunications Engineering - Cloud Computing",book,crossref:297,
doi:10.1007/978-3-658-33466-6_32,Ontology-Driven And Integrated Automotive Systems Engineering,book-chapter,2021,,,1,Proceedings - 21. Internationales Stuttgarter Symposium,book,crossref:297,
doi:10.1016/j.inffus.2021.01.007,Ontology Integration: Approaches And Challenging Issues,journal-article,2021,,71,,Information Fusion,journal,crossref:78,
doi:10.3390/ijgi10060358,"Land Use Change Ontology And Traffic Prediction Through Recurrent Neural Networks: A Case Study In Calgary, Canada",journal-article,2021,6,10,,Isprs International Journal Of Geo-Information,journal,crossref:1968,
doi:10.1007/978-3-030-71292-1_39,A Semantic Framework For Chinese Historical Events Based On Linked Data And Knowledge Graph,book-chapter,2021,,,1,"Diversity, Divergence, Dialogue - Lecture Notes In Computer Science",book,crossref:297,
doi:10.3390/en14072024,Metadata Schemas And Ontologies For Building Energy Applications: A Critical Review And Use Case Analysis,journal-article,2021,7,14,,Energies,journal,crossref:1968,
doi:10.1016/j.compind.2021.103496,An Ontology For Reasoning Over Engineering Textual Data Stored In Fmea Spreadsheet Tables,journal-article,2021,,131,,Computers In Industry,journal,crossref:78,
doi:10.1186/s13174-021-00135-w,Evaluating Qualico: An Ontology To Facilitate Qualitative Methods Sharing To Support Open Science,journal-article,2021,1,12,,Journal Of Internet Services And Applications,journal,crossref:3742,
doi:10.1080/15230406.2021.1952109,Semantic Conflation In Giscience: A Systematic Review,journal-article,2021,6,48,,Cartography And Geographic Information Science,journal,crossref:301,
doi:10.1007/978-3-030-86970-0_23,"Analysis Of Ontology Quality Dimensions, Criteria And Metrics",book-chapter,2021,,,1,Computational Science And Its Applications – Iccsa 2021 - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1017/s0269888921000114,Agent Mining Approaches: An Ontological View,journal-article,2021,,36,,The Knowledge Engineering Review,journal,crossref:56,
doi:10.1016/j.jcp.2021.110624,Theory-Guided Hard Constraint Projection (Hcp): A Knowledge-Based Data-Driven Scientific Machine Learning Method,journal-article,2021,,445,,Journal Of Computational Physics,journal,crossref:78,
doi:10.1007/978-3-030-82430-3_7,Knowledge Graphs And Linked Data For The Built Environment,book-chapter,2021,,,1,Structural Integrity - Industry 4.0 For The Built Environment,book,crossref:297,
doi:10.1016/j.cageo.2021.105005,Georeservoir: An Ontology For Deep-Marine Depositional System Geometry Description,journal-article,2022,,159,,Computers & Geosciences,journal,crossref:78,
doi:10.3390/su132413844,Approaching Healthy City Ontology: First-Level Classes Definition Using Bfo,journal-article,2021,24,13,,Sustainability,journal,crossref:1968,
doi:10.1108/oir-11-2020-0497,Ontologies Application In The Sharing Economy Domain: A Systematic Review,journal-article,2021,,,,Online Information Review,journal,crossref:140,
doi:10.3390/electronics10212616,Integration Strategy And Tool Between Formal Ontology And Graph Database Technology,journal-article,2021,21,10,,Electronics,journal,crossref:1968,
doi:10.3390/app11219825,Model And Knowledge Representation For The Reuse Of Design Process Knowledge Supporting Design Automation In Mass Customization,journal-article,2021,21,11,,Applied Sciences,journal,crossref:1968,
doi:10.3390/en14206692,Fair Metadata Standards For Low Carbon Energy Research—A Review Of Practices And How To Advance,journal-article,2021,20,14,,Energies,journal,crossref:1968,
doi:10.1080/00207543.2021.2002967,Actionable Cognitive Twins For Decision Making In Manufacturing,journal-article,2021,2,60,,International Journal Of Production Research,journal,crossref:301,
doi:10.3390/app12010143,Ontology-Based Nutritional Recommender System,journal-article,2021,1,12,,Applied Sciences,journal,crossref:1968,
doi:10.1007/978-3-030-89811-3_20,Challenges In The Implementation Of Privacy Enhancing Semantic Technologies (Pests) Supporting Gdpr,book-chapter,2021,,,1,Ai Approaches To The Complexity Of Legal Systems Xi-Xii - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1016/j.is.2021.101967,Legal Information Retrieval Systems: State-Of-The-Art And Open Issues,journal-article,2022,,106,,Information Systems,journal,crossref:78,
doi:10.3390/app12010287,Ontology-Driven Cultural Heritage Conservation: A Case Of The Analects Of Confucius,journal-article,2021,1,12,,Applied Sciences,journal,crossref:1968,
doi:10.4018/978-1-6684-3702-5.ch037,Fuzzy Ontology For Requirements Determination And Documentation During Software Development,book-chapter,2022,,,0,,,,
doi:10.1016/j.eswa.2019.04.009,Legal Ontologies Over Time: A Systematic Mapping Study,journal-article,2019,,130,,Expert Systems With Applications,journal,crossref:78,
doi:10.1016/j.eswa.2019.112965,Automating The Expansion Of A Knowledge Graph,journal-article,2020,,141,,Expert Systems With Applications,journal,crossref:78,
doi:10.1016/j.jss.2018.09.069,Efficient Cloud Service Discovery Approach Based On Lda Topic Modeling,journal-article,2018,,146,,Journal Of Systems And Software,journal,crossref:78,
doi:10.1007/s10010-021-00466-x,Ontology For Maintenance Of Onshore Wind Turbines,journal-article,2021,2,85,,Forschung Im Ingenieurwesen,journal,crossref:297,
doi:10.3390/info12060236,Integrating Land-Cover Products Based On Ontologies And Local Accuracy,journal-article,2021,6,12,,Information,journal,crossref:1968,
doi:10.3390/app11062813,Ontology-Based Semantic Conceptualisation Of Historical Built Heritage To Generate Parametric Structured Models From Point Clouds,journal-article,2021,6,11,,Applied Sciences,journal,crossref:1968,
doi:10.1007/s40194-021-01151-x,Recommendations For An Open Science Approach To Welding Process Research Data,journal-article,2021,9,65,,Welding In The World,journal,crossref:297,
doi:10.1007/978-3-030-67708-4_5,A Conceptual Approximation Toward Occupational Safety And Health Within The Servitized Industry 4.0,book-chapter,2021,,,1,Lecture Notes In Management And Industrial Engineering - Organizational Engineering In Industry 4.0,book,crossref:297,
doi:10.1016/j.comcom.2021.04.024,Ontology Knowledge Base Combined With Bayesian Networks For Integrated Corridor Risk Warning,journal-article,2021,,174,,Computer Communications,journal,crossref:78,
doi:10.1007/978-3-030-80847-1_9,Developing A Knowledge Base On Climate Change For Metropolitan Cities,book-chapter,2021,,,1,Ifip Advances In Information And Communication Technology - Artificial Intelligence For Knowledge Management,book,crossref:297,
doi:10.1080/0194262x.2021.1920555,Bibliometric Analysis On Bibliometric-Based Ontology Research,journal-article,2021,4,40,,Science & Technology Libraries,journal,crossref:301,
doi:10.7466/jfbl.2020.38.4.1,An Ontology Of Intimate Partnerships For Social Big Data Research,journal-article,2020,4,38,,Journal Of Families And Better Life,journal,crossref:4340,
doi:10.3390/jrfm14060238,Intellectual Capital And Knowledge Management Research Towards Value Creation. From The Past To The Future,journal-article,2021,6,14,,Journal Of Risk And Financial Management,journal,crossref:1968,
doi:10.4018/978-1-7998-6792-0.ch005,Software Development Knowledge Management System Using Web Portal,book-chapter,2021,,,0,,,,
doi:10.1111/exsy.12748,Using Semantic Annotations On Political Debate Videos For Building Open Government Based Lawmaking,journal-article,2021,8,38,,Expert Systems,journal,crossref:311,
doi:10.3390/ani11010145,Myfishcheck: A Model To Assess Fish Welfare In Aquaculture,journal-article,2021,1,11,,Animals,journal,crossref:1968,
doi:10.3390/axioms10020093,Transdisciplinary Scientific Strategies For Soft Computing Development: Towards An Era Of Data And Business Analytics,journal-article,2021,2,10,,Axioms,journal,crossref:1968,
doi:10.4018/978-1-7998-6874-3.ch006,Semantically Enhanced Web Service For Global Supply Chain Disruption Management,book-chapter,2021,,,0,,,,
doi:10.3390/encyclopedia1010015,Ontologies In Knowledge Organization,journal-article,2021,1,1,,Encyclopedia,journal,crossref:1968,
doi:10.1016/j.compind.2020.103374,An Ontology-Based Framework To Formalize And Represent 4D Printing Knowledge In Design,journal-article,2021,,126,,Computers In Industry,journal,crossref:78,
doi:10.1017/s0890060421000147,Intelligent Product Redesign Strategy With Ontology-Based Fine-Grained Sentiment Analysis,journal-article,2021,3,35,,"Artificial Intelligence For Engineering Design, Analysis And Manufacturing",journal,crossref:56,
doi:10.3390/app11125633,Semantic Microservice Framework For Digital Twins,journal-article,2021,12,11,,Applied Sciences,journal,crossref:1968,
doi:10.3390/met11071025,A Decision Support System For Changes In Operation Modes Of The Copper Heap Leaching Process,journal-article,2021,7,11,,Metals,journal,crossref:1968,
doi:10.1007/978-3-030-79150-6_10,An Ontology-Based Concept For Meta Automl,book-chapter,2021,,,1,Ifip Advances In Information And Communication Technology - Artificial Intelligence Applications And Innovations,book,crossref:297,
doi:10.1111/nbu.12482,Personalised Nutrition For Healthy Living: The Protein Project,journal-article,2021,1,46,,Nutrition Bulletin,journal,crossref:311,
doi:10.1177/01655515211022185,Using Iso And Semantic Web Standard For Building A Multilingual Terminology E-Dictionary: A Use Case Of Chinese Ceramic Vases,journal-article,2021,,,,Journal Of Information Science,journal,crossref:179,
doi:10.1007/s11069-021-04742-5,Integration Of A Geo-Ontology-Based Knowledge Model And Spatial Analysis Into Emergency Response For Geologic Hazards,journal-article,2021,2,108,,Natural Hazards,journal,crossref:297,
doi:10.3390/asi4010021,An Ontological Approach For Early Detection Of Suspected Covid-19 Among Copd Patients,journal-article,2021,1,4,,Applied System Innovation,journal,crossref:1968,
doi:10.3390/electronics10080905,Knowledge-Based System For Crop Pests And Diseases Recognition,journal-article,2021,8,10,,Electronics,journal,crossref:1968,
doi:10.3390/app11157056,Towards Collaborative And Dynamic Spectrum Sharing Via Interpretation Of Spectrum Access Policies,journal-article,2021,15,11,,Applied Sciences,journal,crossref:1968,
doi:10.1007/978-3-030-79022-6_10,Ontology-Driven Audit Using The Rea-Ontology,book-chapter,2021,,,1,Lecture Notes In Business Information Processing - Advanced Information Systems Engineering Workshops,book,crossref:297,
doi:10.1002/widm.1413,Incorporating Domain Ontology Information Into Clustering In Heterogeneous Networks,journal-article,2021,4,11,,Wires Data Mining And Knowledge Discovery,journal,crossref:311,
doi:10.1007/978-3-030-72657-7_24,Automatic Classifier Of Scientific Contents,book-chapter,2021,,,1,Advances In Intelligent Systems And Computing - Trends And Applications In Information Systems And Technologies,book,crossref:297,
doi:10.4018/978-1-5225-7501-6.ch036,Supply Chain Coordination Based On Web Service,book-chapter,2019,,,0,,,,
doi:10.4018/978-1-5225-8223-6.ch008,Semantic Web Service For Global Apparel Business,book-chapter,2019,,,0,,,,
doi:10.1080/0951192x.2019.1571236,Prima: A Prescriptive Maintenance Model For Cyber-Physical Production Systems,journal-article,2019,4-5,32,,International Journal Of Computer Integrated Manufacturing,journal,crossref:301,
doi:10.1080/0951192x.2019.1599443,Enhancing Supply Chain Resilience Using Ontology-Based Decision Support System,journal-article,2019,7,32,,International Journal Of Computer Integrated Manufacturing,journal,crossref:301,
doi:10.1080/09544828.2019.1643830,Analogical Stimuli Retrieval Approach Based On R-Sbf Ontology Model,journal-article,2019,10-12,30,,Journal Of Engineering Design,journal,crossref:301,
doi:10.1007/978-3-319-61911-8_13,Sentiment Polarity Detection In Social Networks: An Approach For Asthma Disease Management,book-chapter,2017,,,1,Advanced Computational Methods For Knowledge Engineering - Advances In Intelligent Systems And Computing,book,crossref:297,
doi:10.1007/978-3-319-67283-0_4,An Ontology-Based Decision Support System For The Management Of Home Gardens,book-chapter,2017,,,1,Communications In Computer And Information Science - Technologies And Innovation,book,crossref:297,
doi:10.1108/jd-10-2017-0139,User Conceptualizations Of Derivative Relationships In The Bibliographic Universe,journal-article,2018,4,74,,Journal Of Documentation,journal,crossref:140,
doi:10.1007/978-3-030-24289-3_20,A Knowledge-Based Computational Environment For Real-World Data Processing,book-chapter,2019,,,1,Computational Science And Its Applications – Iccsa 2019 - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1017/s0269888916000011,Scientific Knowledge Engineering: A Conceptual Delineation And Overview Of The State Of The Art,journal-article,2016,2,31,,The Knowledge Engineering Review,journal,crossref:56,
doi:10.1017/s0269888918000139,Knowledge Machines,journal-article,2018,,33,,The Knowledge Engineering Review,journal,crossref:56,
doi:10.4018/978-1-5225-0956-1.ch009,Supply Chain Coordination Based On Web Service,book-chapter,2017,,,0,,,,
doi:10.1007/978-3-030-30760-8_23,Information Governance Maturity Assessment Using Enterprise Architecture Model Analysis And Description Logics,book-chapter,2019,,,1,Digital Libraries For Open Knowledge - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1007/s11095-017-2308-y,Model-Based Methods In The Biopharmaceutical Process Lifecycle,journal-article,2017,12,34,,Pharmaceutical Research,journal,crossref:297,
doi:10.1007/978-3-319-74433-9_2,Semantic Discovery In The Web Of Things,book-chapter,2018,,,1,Current Trends In Web Engineering - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1017/s1351324918000347,Models To Represent Linguistic Linked Data,journal-article,2018,6,24,,Natural Language Engineering,journal,crossref:56,
doi:10.1007/978-3-030-10728-4_4,A Rule-Based Expert System For Cow Disease Diagnosis,book-chapter,2018,,,1,Ict For Agriculture And Environment - Advances In Intelligent Systems And Computing,book,crossref:297,
doi:10.1002/ett.3625,Cognitive Internet Of Vehicles And Disaster Management: A Proposed Architecture And Future Direction,journal-article,2019,,,,Transactions On Emerging Telecommunications Technologies,journal,crossref:311,
doi:10.1186/s40561-017-0046-6,Evaluating The Quality Of The Ontology-Based Auto-Generated Questions,journal-article,2017,1,4,,Smart Learning Environments,journal,crossref:297,
doi:10.1017/aer.2019.74,Semantics-Based Summarisation Of Atm Information,journal-article,2019,1268,123,,The Aeronautical Journal,journal,crossref:56,
doi:10.1080/00207543.2017.1415468,Human Resource Optimisation Through Semantically Enriched Data,journal-article,2017,8,56,,International Journal Of Production Research,journal,crossref:301,
doi:10.1680/jmapl.17.00052,An Ontology-Based Data Integration Framework For Construction Information Management,journal-article,2018,3,171,,"Proceedings Of The Institution Of Civil Engineers - Management, Procurement And Law",journal,crossref:735,
doi:10.1186/s13326-017-0154-9,Analysis And Visualization Of Disease Courses In A Semantically-Enabled Cancer Registry,journal-article,2017,1,8,,Journal Of Biomedical Semantics,journal,crossref:297,
doi:10.1186/s13326-017-0158-5,A Histological Ontology Of The Human Cardiovascular System,journal-article,2017,1,8,,Journal Of Biomedical Semantics,journal,crossref:297,
doi:10.1109/access.2016.2621756,A New Fuzzy Ontology Development Methodology (Fodm) Proposal,journal-article,2016,,4,,Ieee Access,journal,crossref:263,
doi:10.1109/access.2017.2734681,Network Security Situation Awareness Based On Semantic Ontology And User-Defined Rules For Internet Of Things,journal-article,2017,,5,,Ieee Access,journal,crossref:263,
doi:10.1109/tip.2016.2552401,Ontology-Based Semantic Image Segmentation Using Mixture Models And Multiple Crfs,journal-article,2016,7,25,,Ieee Transactions On Image Processing,journal,crossref:263,
doi:10.3390/app10020591,An Analytical Game For Knowledge Acquisition For Maritime Behavioral Analysis Systems,journal-article,2020,2,10,,Applied Sciences,journal,crossref:1968,
doi:10.3390/app10031040,Agrient: A Knowledge-Based Web Platform For Managing Insect Pests Of Field Crops,journal-article,2020,3,10,,Applied Sciences,journal,crossref:1968,
doi:10.1007/s12652-019-01561-2,Using Lot Methodology To Develop A Noise Pollution Ontology: A Spanish Use Case,journal-article,2019,11,11,,Journal Of Ambient Intelligence And Humanized Computing,journal,crossref:297,
doi:10.36702/zin.495,Deconstructing The Scholarly Paper. Ontologies For Semantic Publishing,journal-article,2019,1(113),57,,Zagadnienia Informacji Naukowej - Studia Informacyjne,journal,crossref:22695,
doi:10.1007/978-3-030-37933-9_8,Maturity Assessment Of Togaf Adm Using Enterprise Architecture Model Analysis And Description Logics,book-chapter,2020,,,1,Advances In Enterprise Engineering Xiii - Lecture Notes In Business Information Processing,book,crossref:297,
doi:10.1007/978-3-030-35249-3_66,Knowledge Base Intelligent System Of Optimal Locations For Safe Water Wells,book-chapter,2019,,,1,"Advances In Intelligent Systems And Computing - 10Th International Conference On Theory And Application Of Soft Computing, Computing With Words And Perceptions - Icsccw-2019",book,crossref:297,
doi:10.1007/978-3-030-34146-6_23,The Ontooo-Method: An Ontology-Driven Conceptual Modeling Approach For Evolving The Oo-Method,book-chapter,2019,,,1,Lecture Notes In Computer Science - Advances In Conceptual Modeling,book,crossref:297,
